"interview_id","application_id","interview_round","interview_type","interview_score","interview_date"
2777,4445,1,"HR","2.98","2025-12-29"
2778,11444,1,"Technical","3.83","2025-10-14"
2779,1153,2,"Managerial","2.46","2025-10-18"
2780,9895,3,"HR","4.17","2026-01-19"
2781,1706,2,"Technical","4.00","2025-11-04"
2782,891,3,"Managerial","4.96","2025-07-17"
2783,5633,1,"Phone","3.68","2025-09-16"
2784,5212,2,"Phone","2.80","2025-08-02"
2785,5826,3,"HR","4.13","2025-10-16"
2786,9253,1,"Managerial","3.67","2025-09-21"
2787,10155,4,"Managerial","4.99","2026-01-03"
2788,2677,3,"Phone","2.24","2025-12-18"
2789,2442,1,"Phone","2.04","2026-01-13"
2790,11195,2,"Technical","4.39","2025-07-31"
2791,378,4,"Technical","2.81","2025-07-06"
2792,2663,4,"Phone","1.39","2025-08-06"
2793,95,1,"Phone","4.41","2025-06-25"
2794,6440,1,"Phone","2.23","2025-04-08"
2795,4143,2,"HR","3.14","2025-06-10"
2796,11314,2,"Managerial","2.88","2025-06-09"
2797,536,3,"HR","2.77","2025-07-17"
2798,2341,3,"Technical","4.68","2025-11-19"
2799,1072,2,"Phone","4.73","2025-09-26"
2800,5334,3,"Phone","1.67","2025-03-29"
2801,698,3,"Managerial","3.82","2025-06-07"
2802,9767,2,"Managerial","3.79","2025-05-15"
2803,10155,3,"HR","2.07","2025-04-24"
2804,10447,4,"Technical","4.41","2025-09-02"
2805,4062,1,"HR","4.92","2025-11-24"
2806,9327,3,"Managerial","2.40","2025-10-10"
2807,11381,2,"Phone","4.38","2025-04-25"
2808,3342,4,"HR","2.64","2025-05-21"
2809,2854,4,"HR","2.10","2025-11-25"
2810,11942,1,"HR","2.77","2025-09-03"
2811,30,2,"HR","4.81","2025-12-19"
2812,5399,1,"Technical","2.50","2025-04-26"
2813,9481,3,"Managerial","3.83","2025-11-05"
2814,8486,1,"Phone","4.10","2025-04-18"
2815,3296,2,"Phone","4.48","2025-04-26"
2816,450,4,"Managerial","4.36","2026-01-17"
2817,3592,1,"HR","2.81","2025-06-15"
2818,1833,3,"HR","4.86","2025-04-19"
2819,1786,2,"Managerial","4.58","2025-08-11"
2820,9811,4,"HR","3.60","2025-08-16"
2821,2993,4,"HR","1.57","2025-08-01"
2822,5547,2,"Managerial","4.66","2025-06-16"
2823,4346,2,"Phone","4.92","2025-08-19"
2824,9679,3,"Technical","2.43","2026-01-01"
2825,8149,4,"Managerial","4.09","2025-10-13"
2826,6529,4,"Phone","3.10","2025-10-23"
2827,3641,4,"Technical","4.72","2025-05-04"
2828,11797,2,"HR","3.57","2025-09-26"
2829,10201,1,"Managerial","4.04","2025-12-09"
2830,4841,1,"HR","2.87","2025-07-12"
2831,3177,2,"Managerial","2.54","2025-12-14"
2832,11567,1,"Technical","4.05","2025-10-22"
2833,2785,3,"Phone","2.19","2025-11-19"
2834,1573,4,"Phone","4.69","2025-04-10"
2835,4409,3,"Phone","1.49","2025-08-12"
2836,4872,2,"Technical","3.89","2025-08-11"
2837,9765,4,"Managerial","1.40","2025-08-27"
2838,7818,3,"Technical","2.61","2025-07-16"
2839,6826,1,"Technical","4.11","2025-07-03"
2840,11996,4,"Technical","3.17","2025-05-18"
2841,2076,4,"Technical","2.19","2025-06-09"
2842,8744,2,"Managerial","3.84","2025-10-22"
2843,629,2,"Managerial","1.24","2026-01-19"
2844,3316,3,"Phone","2.27","2025-05-17"
2845,9536,4,"HR","3.61","2025-08-03"
2846,8236,1,"Phone","2.78","2026-01-10"
2847,9718,4,"Managerial","1.69","2025-08-02"
2848,5744,1,"Managerial","4.31","2025-06-11"
2849,11059,4,"Managerial","4.21","2025-05-24"
2850,620,1,"Managerial","1.78","2025-08-16"
2851,2626,4,"HR","2.74","2025-12-02"
2852,5208,2,"Managerial","4.56","2025-06-10"
2853,5827,4,"HR","2.15","2025-07-29"
2854,9968,3,"Phone","3.19","2025-07-17"
2855,11730,1,"Phone","2.24","2025-08-27"
2856,9645,1,"Phone","3.75","2025-08-12"
2857,10974,3,"Technical","4.61","2025-04-17"
2858,4259,4,"Managerial","2.56","2025-09-10"
2859,10304,4,"Managerial","2.59","2025-11-01"
2860,6331,4,"HR","2.05","2025-11-06"
2861,7978,4,"Managerial","1.03","2025-12-19"
2862,1308,2,"Phone","1.36","2025-04-07"
2863,7442,3,"Phone","4.76","2025-07-11"
2864,8674,1,"Technical","1.48","2025-10-03"
2865,3498,4,"HR","4.35","2025-07-24"
2866,6360,4,"Phone","3.73","2025-06-17"
2867,9025,4,"Managerial","4.63","2025-09-19"
2868,489,4,"Technical","3.21","2025-05-27"
2869,7862,2,"Managerial","2.58","2025-11-29"
2870,4814,4,"Managerial","3.83","2026-01-04"
2871,9892,1,"Managerial","2.86","2025-07-21"
2872,10319,4,"Phone","4.12","2025-05-20"
2873,11240,3,"Phone","4.90","2025-09-01"
2874,267,3,"HR","1.93","2025-10-24"
2875,7892,4,"HR","4.81","2025-06-24"
2876,6518,2,"Phone","1.06","2025-07-14"
2877,3441,2,"Phone","3.54","2025-12-28"
2878,2631,4,"HR","4.34","2026-01-10"
2879,5738,4,"HR","4.47","2025-06-28"
2880,1882,4,"Technical","3.79","2025-04-20"
2881,1556,1,"Phone","2.45","2026-01-18"
2882,10729,3,"HR","1.25","2025-12-29"
2883,8110,3,"Technical","1.76","2025-04-15"
2884,11483,3,"HR","1.91","2025-08-12"
2885,11960,2,"Phone","2.50","2025-10-10"
2886,1278,1,"Phone","4.07","2025-06-24"
2887,8254,3,"HR","2.43","2025-07-12"
2888,11872,3,"Phone","4.81","2025-10-27"
2889,2992,3,"HR","3.38","2025-07-24"
2890,1493,1,"HR","3.98","2025-04-15"
2891,11143,2,"HR","2.41","2025-11-15"
2892,442,3,"HR","4.97","2025-06-30"
2893,892,4,"Managerial","1.42","2025-07-23"
2894,2264,1,"Managerial","1.88","2025-05-20"
2895,7981,2,"Phone","2.04","2025-04-29"
2896,7367,3,"HR","4.70","2025-09-16"
2897,5233,2,"HR","1.44","2025-08-07"
2898,7422,3,"HR","2.58","2025-08-16"
2899,6491,2,"Technical","2.38","2025-07-08"
2900,1059,2,"Managerial","1.07","2025-07-08"
2901,6169,2,"Phone","3.84","2025-11-09"
2902,2940,2,"Phone","2.61","2025-11-03"
2903,11066,1,"Phone","3.96","2025-04-20"
2904,5031,4,"Technical","4.90","2025-06-27"
2905,3015,4,"Managerial","3.87","2025-10-08"
2906,4038,4,"HR","2.28","2025-12-26"
2907,5532,1,"Phone","3.36","2025-12-27"
2908,11555,1,"Phone","4.34","2025-08-25"
2909,2365,1,"Managerial","4.01","2025-07-01"
2910,4819,4,"HR","3.45","2025-09-09"
2911,5754,1,"HR","3.25","2025-07-08"
2912,5835,1,"Managerial","3.06","2025-10-20"
2913,9863,2,"Managerial","1.29","2025-09-27"
2914,11258,1,"Phone","3.02","2025-07-31"
2915,3720,3,"Managerial","2.66","2025-07-08"
2916,2653,2,"Technical","4.14","2025-04-08"
2917,8483,1,"Phone","4.93","2025-07-08"
2918,8517,4,"Phone","2.29","2026-01-03"
2919,8565,1,"HR","2.83","2025-09-19"
2920,6622,4,"HR","2.96","2025-08-29"
2921,9482,3,"Managerial","4.54","2025-04-14"
2922,5725,1,"Phone","4.39","2025-12-02"
2923,5924,2,"Phone","4.86","2026-01-07"
2924,4006,2,"Technical","4.34","2025-10-28"
2925,4310,1,"HR","3.50","2025-10-30"
2926,8694,2,"Phone","2.58","2025-07-29"
2927,1023,3,"Phone","4.91","2025-06-01"
2928,2005,1,"HR","4.84","2025-11-23"
2929,1754,4,"Phone","3.41","2026-01-12"
2930,8543,1,"Managerial","3.21","2025-08-21"
2931,10403,2,"Technical","1.23","2025-08-22"
2932,3173,1,"Technical","2.14","2025-04-28"
2933,1101,3,"Managerial","1.32","2025-11-25"
2934,5819,1,"Technical","3.96","2026-01-20"
2935,3309,4,"HR","1.56","2025-07-17"
2936,11592,4,"HR","1.53","2026-01-04"
2937,6379,4,"Phone","2.70","2026-01-18"
2938,9177,1,"HR","2.91","2025-10-17"
2939,3780,3,"Technical","3.05","2025-06-20"
2940,3229,4,"Managerial","4.87","2025-05-17"
2941,4323,1,"Managerial","2.28","2025-04-13"
2942,1632,2,"Phone","4.10","2025-10-12"
2943,4350,2,"Managerial","3.58","2025-06-15"
2944,8401,4,"Phone","2.19","2025-10-05"
2945,1392,2,"Technical","3.91","2025-12-30"
2946,7792,1,"Phone","1.34","2025-05-04"
2947,3725,4,"Managerial","1.32","2025-04-04"
2948,3868,4,"Phone","2.89","2025-10-12"
2949,1184,4,"HR","1.71","2026-01-20"
2950,3185,3,"HR","3.32","2025-11-19"
2951,5958,4,"Phone","3.01","2025-11-17"
2952,11502,3,"Technical","1.20","2025-07-26"
2953,10010,4,"Managerial","1.40","2025-05-09"
2954,7043,2,"Managerial","1.21","2025-10-11"
2955,3959,4,"Phone","1.86","2025-08-11"
2956,6372,1,"Managerial","3.36","2025-08-24"
2957,712,3,"HR","3.90","2025-12-05"
2958,5721,3,"Managerial","2.13","2025-05-23"
2959,3769,4,"HR","1.29","2025-10-21"
2960,7491,2,"Phone","3.91","2025-04-29"
2961,1502,2,"HR","1.48","2025-05-23"
2962,11805,4,"Technical","2.74","2025-04-10"
2963,6053,1,"Managerial","3.24","2025-06-27"
2964,2032,3,"Managerial","2.72","2025-09-02"
2965,6640,2,"Managerial","1.02","2025-12-20"
2966,2154,3,"HR","1.59","2025-04-23"
2967,5308,3,"HR","2.64","2025-06-30"
2968,404,2,"Technical","1.67","2025-08-26"
2969,11569,3,"Technical","4.06","2025-04-09"
2970,2049,3,"Managerial","2.59","2025-07-04"
2971,10435,4,"HR","4.26","2025-10-06"
2972,3655,3,"Managerial","1.27","2025-08-21"
2973,9391,3,"Technical","1.30","2025-06-05"
2974,3014,3,"Phone","4.96","2025-05-29"
2975,10836,4,"Technical","2.63","2025-11-19"
2976,4911,4,"Phone","4.79","2025-06-16"
2977,3167,1,"Managerial","2.10","2025-05-17"
2978,1052,2,"Technical","4.47","2025-08-15"
2979,3467,2,"Phone","4.89","2025-04-18"
2980,9782,2,"HR","1.49","2026-01-02"
2981,8960,4,"Technical","1.96","2025-12-05"
2982,10228,1,"Phone","1.43","2025-08-19"
2983,2490,2,"Phone","1.19","2025-09-20"
2984,1374,4,"Technical","1.56","2025-11-06"
2985,5874,3,"Managerial","2.19","2025-10-17"
2986,2343,2,"Phone","1.37","2025-11-25"
2987,2217,3,"HR","1.24","2025-05-16"
2988,7609,4,"Phone","2.10","2025-10-03"
2989,148,3,"HR","1.71","2025-09-25"
2990,6093,1,"HR","4.41","2025-07-25"
2991,8055,3,"Phone","3.91","2025-06-08"
2992,3773,4,"HR","3.12","2025-12-10"
2993,6831,2,"Phone","4.90","2025-10-06"
2994,6344,2,"Phone","2.01","2025-09-29"
2995,7341,4,"HR","3.69","2025-12-14"
2996,469,2,"Phone","2.55","2025-10-31"
2997,3018,4,"Managerial","4.60","2025-11-10"
2998,8237,2,"HR","4.26","2025-10-21"
2999,3555,3,"HR","2.97","2025-06-20"
3000,7154,1,"HR","2.70","2025-03-29"
3001,10280,2,"Phone","4.59","2025-12-22"
3002,9125,2,"HR","3.60","2025-08-22"
3003,9055,1,"Managerial","4.54","2025-11-13"
3004,11375,2,"Phone","3.32","2025-12-11"
3005,1459,1,"Technical","3.08","2025-07-20"
3006,426,2,"HR","2.34","2025-08-14"
3007,9525,4,"Technical","1.33","2025-10-07"
3008,11027,1,"Phone","2.57","2025-04-17"
3009,5324,3,"HR","3.88","2025-05-31"
3010,766,1,"HR","3.05","2025-06-27"
3011,10452,2,"Managerial","4.55","2025-04-23"
3012,6790,2,"Phone","2.15","2025-07-04"
3013,10928,2,"Technical","4.59","2025-06-25"
3014,8131,2,"Phone","1.17","2025-08-11"
3015,6930,3,"Managerial","3.00","2025-09-21"
3016,8606,1,"Managerial","2.24","2025-07-31"
3017,1276,1,"HR","3.44","2025-05-23"
3018,2632,1,"Technical","3.75","2025-07-08"
3019,11612,3,"Managerial","4.62","2026-01-16"
3020,4402,2,"Technical","4.17","2025-06-26"
3021,9790,2,"Managerial","1.00","2025-10-06"
3022,9050,3,"HR","2.35","2025-04-19"
3023,2399,2,"Phone","3.27","2025-05-29"
3024,2353,1,"Technical","3.11","2025-07-29"
3025,6648,3,"Phone","3.00","2025-12-08"
3026,2000,1,"Technical","1.22","2025-08-13"
3027,5077,3,"Phone","2.53","2025-05-28"
3028,4300,1,"Technical","1.87","2025-05-01"
3029,823,4,"Technical","2.97","2025-09-30"
3030,973,3,"Managerial","2.58","2025-07-04"
3031,789,4,"HR","3.01","2025-04-28"
3032,11940,4,"HR","3.00","2025-12-19"
3033,2132,3,"HR","3.69","2025-08-24"
3034,5177,1,"Managerial","4.27","2025-09-23"
3035,1328,4,"HR","4.13","2025-04-15"
3036,6295,2,"Phone","1.02","2026-01-14"
3037,6269,1,"HR","1.77","2025-12-13"
3038,3508,1,"Phone","4.24","2025-05-05"
3039,2309,3,"HR","1.66","2025-05-31"
3040,3447,4,"HR","2.98","2025-12-15"
3041,3468,3,"HR","1.67","2026-01-05"
3042,11500,2,"Phone","4.37","2025-07-27"
3043,2788,1,"Technical","2.68","2025-08-07"
3044,11768,1,"Managerial","2.94","2025-05-15"
3045,7221,4,"Technical","3.83","2025-12-25"
3046,11945,3,"HR","3.75","2025-05-21"
3047,11873,3,"Technical","1.88","2025-03-28"
3048,9448,1,"Phone","1.41","2025-11-11"
3049,1291,4,"Technical","2.50","2025-08-22"
3050,7075,4,"Technical","4.47","2025-06-04"
3051,9040,4,"Managerial","2.66","2025-12-26"
3052,11253,1,"Phone","2.13","2025-04-01"
3053,1049,2,"Technical","1.38","2025-08-29"
3054,8670,4,"Phone","2.75","2025-10-13"
3055,387,2,"Technical","2.84","2025-12-04"
3056,6622,2,"Technical","2.83","2025-06-03"
3057,9226,1,"HR","2.97","2025-09-15"
3058,900,2,"Managerial","3.04","2025-03-29"
3059,6307,1,"Technical","2.47","2025-10-20"
3060,11071,1,"HR","3.94","2025-11-28"
3061,5781,2,"HR","2.15","2025-12-28"
3062,5056,1,"HR","2.88","2025-12-19"
3063,460,4,"Managerial","3.46","2025-11-13"
3064,9076,3,"HR","3.18","2025-11-22"
3065,1160,3,"HR","2.77","2025-11-16"
3066,1110,1,"Technical","1.31","2025-12-31"
3067,2574,2,"Managerial","2.98","2026-01-10"
3068,11570,3,"Managerial","1.43","2025-12-18"
3069,6957,1,"Managerial","4.58","2025-11-24"
3070,714,1,"Phone","4.59","2025-09-26"
3071,8843,4,"Managerial","1.97","2025-06-05"
3072,5114,1,"HR","2.16","2025-11-04"
3073,11178,4,"Phone","3.23","2025-07-25"
3074,7164,1,"Managerial","3.80","2025-08-18"
3075,9079,2,"Phone","1.05","2025-07-24"
3076,10762,1,"Managerial","2.69","2025-07-17"
3077,1956,4,"Technical","1.97","2025-11-01"
3078,5432,2,"Technical","2.45","2025-06-15"
3079,3229,2,"Technical","1.98","2025-05-22"
3080,761,3,"Phone","4.42","2025-08-18"
3081,2360,1,"Technical","4.10","2025-10-09"
3082,10067,2,"HR","1.29","2025-04-29"
3083,4543,3,"HR","1.07","2025-12-03"
3084,3322,4,"Phone","4.89","2025-11-25"
3085,8045,1,"HR","1.08","2025-09-22"
3086,692,2,"Managerial","4.83","2025-08-29"
3087,5827,4,"Technical","4.60","2025-11-26"
3088,3164,4,"Managerial","2.75","2025-10-28"
3089,10387,4,"Technical","2.40","2025-03-30"
3090,373,1,"Managerial","2.70","2025-11-07"
3091,11250,1,"Technical","1.65","2025-11-17"
3092,5037,3,"Technical","3.50","2025-03-31"
3093,10676,3,"Phone","1.12","2025-11-16"
3094,9510,1,"Managerial","4.33","2025-11-09"
3095,5115,3,"Managerial","2.41","2025-09-26"
3096,25,1,"Managerial","2.40","2025-11-07"
3097,6508,3,"Managerial","3.78","2025-08-20"
3098,7714,2,"Managerial","3.56","2025-05-29"
3099,4299,3,"Managerial","4.04","2025-06-26"
3100,3768,2,"Managerial","1.08","2025-05-21"
3101,7175,3,"Technical","3.29","2025-10-24"
3102,2584,3,"Phone","3.72","2025-09-29"
3103,10308,4,"Managerial","1.83","2025-10-28"
3104,9091,3,"HR","3.86","2025-04-22"
3105,6544,2,"Technical","3.56","2025-05-08"
3106,10335,4,"Managerial","4.01","2025-09-11"
3107,3612,4,"Technical","2.71","2026-01-11"
3108,9287,4,"Managerial","4.89","2025-08-19"
3109,11209,4,"Technical","4.99","2025-11-02"
3110,5556,1,"Phone","1.65","2025-09-23"
3111,1613,1,"Phone","4.59","2025-09-30"
3112,3410,2,"Technical","2.02","2025-06-30"
3113,4673,4,"HR","2.18","2025-11-01"
3114,528,3,"Managerial","2.62","2026-01-03"
3115,8605,1,"Managerial","3.10","2025-11-14"
3116,7325,1,"Managerial","3.26","2025-09-15"
3117,9734,2,"HR","3.78","2026-01-14"
3118,8026,3,"Phone","4.63","2025-07-29"
3119,11616,4,"Phone","3.16","2025-11-18"
3120,10464,3,"Technical","4.73","2025-06-18"
3121,6459,3,"Managerial","2.73","2025-06-01"
3122,6970,4,"HR","4.68","2025-07-03"
3123,1390,4,"Managerial","4.31","2025-11-12"
3124,6055,2,"Technical","3.01","2025-07-06"
3125,7742,2,"Phone","2.45","2025-09-14"
3126,196,1,"Managerial","3.22","2026-01-16"
3127,1669,4,"Technical","1.29","2025-11-07"
3128,9939,2,"Phone","2.61","2025-11-19"
3129,11743,1,"Phone","1.29","2025-05-19"
3130,1553,2,"Technical","4.05","2025-08-09"
3131,1078,3,"Technical","1.08","2025-07-25"
3132,9380,4,"HR","3.70","2025-07-24"
3133,4838,2,"HR","2.96","2025-07-11"
3134,2331,1,"Managerial","2.05","2025-09-15"
3135,7825,3,"Managerial","3.04","2025-11-20"
3136,5720,1,"Technical","1.92","2025-06-21"
3137,10499,2,"Technical","3.37","2025-04-04"
3138,4380,3,"Phone","1.23","2025-10-20"
3139,10280,3,"Managerial","3.02","2025-04-23"
3140,10732,2,"HR","1.92","2026-01-01"
3141,9430,4,"HR","2.25","2025-10-06"
3142,8771,1,"Managerial","3.67","2025-11-24"
3143,7398,1,"Phone","2.96","2025-04-01"
3144,2,2,"Phone","3.01","2025-09-10"
3145,11338,3,"Managerial","1.71","2025-12-28"
3146,534,2,"Phone","3.48","2025-12-08"
3147,10156,3,"Managerial","4.70","2025-05-21"
3148,1611,4,"HR","3.89","2025-10-31"
3149,11301,1,"Managerial","2.87","2025-06-13"
3150,2934,4,"Managerial","3.10","2025-04-26"
3151,6819,2,"Phone","4.21","2025-09-17"
3152,8652,3,"HR","4.11","2025-10-07"
3153,5478,4,"Managerial","3.12","2026-01-20"
3154,625,3,"Managerial","3.43","2025-09-07"
3155,8991,1,"Phone","1.55","2025-11-26"
3156,9172,3,"HR","4.57","2025-07-14"
3157,4401,1,"Technical","1.23","2025-09-15"
3158,8057,1,"Phone","4.86","2026-01-17"
3159,7644,2,"Phone","4.98","2025-06-29"
3160,10164,4,"Technical","1.38","2025-07-16"
3161,2590,4,"Phone","3.46","2025-11-06"
3162,4143,3,"Managerial","4.09","2025-08-01"
3163,5385,2,"Managerial","1.37","2025-07-07"
3164,6622,2,"Managerial","3.30","2025-06-02"
3165,10446,2,"HR","3.70","2025-06-26"
3166,11846,2,"HR","1.43","2025-12-06"
3167,4325,4,"Managerial","1.87","2025-12-11"
3168,10655,2,"Technical","1.64","2025-07-03"
3169,11229,4,"Phone","2.67","2025-07-12"
3170,9631,1,"HR","1.92","2025-10-25"
3171,10021,3,"Phone","1.27","2025-05-02"
3172,2972,4,"HR","3.24","2025-09-07"
3173,4109,3,"Phone","2.74","2025-10-01"
3174,10120,1,"HR","1.14","2025-05-17"
3175,1573,4,"Technical","3.19","2025-11-21"
3176,10989,4,"Managerial","2.77","2025-03-28"
3177,11024,3,"Phone","2.38","2025-07-16"
3178,9081,3,"HR","2.47","2025-06-30"
3179,1822,1,"HR","4.39","2025-11-07"
3180,10318,3,"HR","3.34","2025-04-21"
3181,10518,1,"Phone","4.14","2025-05-26"
3182,3765,3,"HR","3.65","2025-08-31"
3183,6050,2,"HR","2.69","2025-07-04"
3184,8281,3,"Phone","4.45","2025-10-25"
3185,6722,1,"Phone","2.99","2025-05-09"
3186,29,1,"Technical","2.09","2025-12-01"
3187,9569,4,"HR","2.23","2025-08-18"
3188,8863,1,"Technical","1.32","2025-05-16"
3189,1167,2,"Technical","2.52","2025-05-30"
3190,1629,4,"Technical","2.07","2025-09-27"
3191,2558,4,"HR","4.84","2025-10-10"
3192,2878,4,"Managerial","4.23","2025-09-24"
3193,7697,3,"Phone","1.18","2025-11-03"
3194,10901,2,"Managerial","1.31","2025-06-17"
3195,6169,2,"Managerial","3.39","2025-11-02"
3196,7206,1,"HR","1.44","2026-01-16"
3197,275,3,"HR","4.26","2025-11-28"
3198,7794,1,"HR","2.80","2025-12-12"
3199,1781,4,"Technical","1.44","2025-11-05"
3200,5226,1,"Technical","1.72","2025-04-25"
3201,1673,3,"HR","1.98","2025-06-14"
3202,8053,3,"HR","2.96","2025-08-01"
3203,2414,4,"Technical","2.76","2025-08-26"
3204,3776,1,"Phone","1.85","2025-08-10"
3205,5849,4,"Phone","4.98","2025-04-15"
3206,2704,1,"Managerial","1.66","2026-01-16"
3207,618,4,"Phone","2.78","2025-09-28"
3208,1787,2,"Technical","1.04","2025-04-04"
3209,2718,4,"Phone","1.64","2025-08-08"
3210,7806,2,"Phone","4.64","2025-08-18"
3211,3606,3,"HR","4.55","2025-06-19"
3212,1496,4,"Phone","3.74","2025-10-13"
3213,472,1,"Phone","2.83","2025-07-18"
3214,2728,4,"Technical","2.23","2025-12-06"
3215,9005,1,"Phone","4.75","2025-05-05"
3216,5665,1,"Phone","2.42","2025-05-24"
3217,11149,2,"Technical","1.46","2025-12-14"
3218,3964,4,"Phone","4.43","2025-12-03"
3219,11506,4,"Managerial","1.84","2025-12-05"
3220,2103,3,"Phone","2.82","2025-08-03"
3221,7591,3,"Managerial","1.94","2025-11-06"
3222,6008,4,"Technical","3.12","2025-04-30"
3223,5857,3,"Phone","3.05","2025-12-24"
3224,4599,1,"Phone","3.91","2025-04-03"
3225,1671,4,"HR","1.58","2025-08-14"
3226,8301,3,"HR","4.25","2026-01-21"
3227,843,4,"Managerial","4.01","2025-06-18"
3228,7893,4,"Technical","3.99","2025-10-11"
3229,6239,4,"Technical","1.08","2025-05-04"
3230,1553,3,"HR","2.58","2025-05-24"
3231,4821,3,"HR","1.83","2025-09-08"
3232,6947,4,"Phone","3.88","2025-06-20"
3233,4484,1,"Technical","3.04","2025-09-15"
3234,2038,4,"Managerial","1.68","2025-04-25"
3235,2836,3,"HR","3.27","2025-12-27"
3236,11626,4,"HR","4.79","2025-12-15"
3237,4721,4,"Phone","3.94","2025-11-03"
3238,8990,3,"Technical","3.58","2025-10-01"
3239,1144,1,"HR","2.44","2025-05-18"
3240,5271,3,"Technical","2.33","2025-08-12"
3241,1001,4,"Technical","4.00","2025-10-10"
3242,2977,2,"Managerial","3.02","2025-09-09"
3243,2743,4,"Managerial","4.81","2025-06-10"
3244,3525,4,"HR","4.77","2025-06-21"
3245,6531,2,"HR","4.92","2025-07-08"
3246,1298,3,"HR","3.59","2025-05-10"
3247,10457,4,"Managerial","1.18","2025-11-16"
3248,2446,2,"Phone","3.95","2025-09-27"
3249,11713,3,"Technical","4.12","2025-07-28"
3250,9560,4,"HR","4.30","2025-10-16"
3251,3968,1,"HR","3.33","2025-06-13"
3252,2655,1,"Technical","4.76","2025-06-08"
3253,8710,2,"HR","2.67","2025-11-12"
3254,3145,1,"Technical","2.11","2025-07-24"
3255,7288,4,"Managerial","2.60","2025-06-05"
3256,8870,2,"Phone","2.68","2025-08-28"
3257,3182,2,"Phone","3.44","2025-11-30"
3258,449,4,"Phone","2.89","2025-10-03"
3259,6465,1,"HR","4.58","2025-11-15"
3260,305,4,"Technical","2.62","2025-10-31"
3261,4917,4,"Phone","1.32","2025-09-17"
3262,8981,4,"Phone","1.18","2025-10-06"
3263,55,2,"Phone","4.39","2026-01-08"
3264,11297,2,"Technical","3.38","2025-06-12"
3265,11531,3,"Phone","1.27","2025-12-05"
3266,2318,1,"Technical","4.20","2026-01-18"
3267,7778,4,"HR","2.18","2025-07-17"
3268,6040,2,"Technical","1.26","2025-06-03"
3269,11263,3,"Managerial","2.12","2025-06-02"
3270,3931,4,"HR","1.68","2025-09-26"
3271,1619,3,"Technical","4.41","2025-06-23"
3272,11029,1,"Phone","2.93","2025-11-27"
3273,4486,2,"Phone","1.63","2025-12-25"
3274,7871,4,"Technical","3.02","2025-07-14"
3275,9741,2,"HR","4.66","2025-10-26"
3276,6115,2,"HR","1.35","2025-07-29"
3277,9454,4,"Technical","4.88","2025-08-28"
3278,3377,4,"Technical","1.32","2025-07-30"
3279,6482,3,"HR","2.20","2025-08-22"
3280,6876,2,"HR","2.13","2025-09-20"
3281,7366,1,"Phone","2.43","2025-09-23"
3282,7003,4,"Managerial","2.53","2025-07-27"
3283,6743,4,"HR","2.85","2025-05-07"
3284,9272,1,"Phone","1.03","2025-07-03"
3285,8744,4,"Managerial","3.31","2025-10-25"
3286,2810,3,"Technical","1.39","2025-09-12"
3287,729,3,"HR","2.02","2025-12-23"
3288,4626,3,"HR","3.58","2025-08-11"
3289,10703,2,"Phone","3.65","2025-04-10"
3290,11707,2,"Managerial","4.00","2025-09-23"
3291,8650,4,"Managerial","4.90","2025-08-01"
3292,9941,3,"Phone","4.81","2025-10-24"
3293,7865,1,"Managerial","4.06","2026-01-12"
3294,11647,4,"Technical","1.60","2025-09-04"
3295,6988,2,"Phone","3.99","2025-07-31"
3296,1269,2,"HR","1.39","2025-09-14"
3297,11988,3,"Managerial","4.94","2025-10-25"
3298,185,1,"Phone","2.35","2025-08-13"
3299,9288,3,"Phone","2.48","2025-06-23"
3300,9274,1,"Phone","1.22","2025-10-30"
3301,2843,1,"Phone","4.02","2025-05-07"
3302,10526,2,"Phone","3.63","2025-05-10"
3303,3716,3,"Technical","3.69","2025-10-15"
3304,6031,4,"HR","1.32","2025-11-26"
3305,6104,4,"Managerial","2.99","2025-12-14"
3306,1680,1,"Managerial","3.08","2025-08-03"
3307,4034,1,"Managerial","3.17","2025-05-27"
3308,822,4,"HR","4.73","2025-09-13"
3309,10531,2,"HR","2.55","2025-08-24"
3310,11291,2,"Managerial","2.34","2025-04-29"
3311,3425,4,"Managerial","3.39","2025-07-12"
3312,3730,1,"HR","3.47","2025-12-15"
3313,8012,4,"Managerial","1.95","2025-07-18"
3314,3723,1,"Phone","3.67","2025-07-05"
3315,3469,3,"Technical","3.27","2025-09-17"
3316,3505,2,"Phone","2.30","2025-04-13"
3317,11063,3,"Managerial","4.34","2025-10-11"
3318,7157,2,"Managerial","3.16","2025-11-03"
3319,4968,2,"Managerial","3.26","2025-09-13"
3320,11184,4,"Phone","2.31","2025-10-21"
3321,9976,4,"Technical","1.84","2025-12-14"
3322,6082,1,"Phone","4.92","2026-01-20"
3323,3203,3,"Technical","4.93","2025-11-13"
3324,4782,4,"Managerial","4.02","2025-04-23"
3325,7129,1,"HR","3.50","2026-01-12"
3326,5539,4,"HR","4.58","2026-01-03"
3327,4009,3,"Managerial","1.38","2025-08-16"
3328,711,3,"HR","1.85","2025-04-14"
3329,9289,1,"Managerial","4.63","2025-09-10"
3330,11381,3,"Managerial","4.36","2025-12-16"
3331,10708,2,"Managerial","3.56","2025-10-21"
3332,5601,1,"Phone","4.86","2025-08-11"
3333,6802,3,"Managerial","3.24","2025-04-19"
3334,4972,4,"Technical","1.45","2025-07-02"
3335,8581,3,"Technical","4.09","2025-12-13"
3336,7790,3,"Managerial","4.30","2026-01-12"
