"offer_id","application_id","offered_salary","equity_offered","offer_status","offer_date"
997,9467,86304,False,"Accepted","2026-01-03"
998,8450,74800,False,"Accepted","2025-08-07"
999,1291,77657,True,"Accepted","2025-12-29"
1000,10938,122259,True,"Accepted","2025-11-20"
1001,10301,78140,False,"Extended","2025-12-31"
1002,6,125239,False,"Rejected","2025-08-30"
1003,6287,127202,False,"Extended","2025-09-22"
1004,5814,79541,False,"Rejected","2025-10-31"
1005,8846,82913,True,"Accepted","2025-09-20"
1006,3302,108105,False,"Accepted","2025-07-28"
1007,654,75782,True,"Rejected","2025-10-28"
1008,2261,116607,True,"Rejected","2025-08-08"
1009,6482,119153,False,"Extended","2025-12-02"
1010,7855,129437,False,"Extended","2025-09-20"
1011,4006,144071,True,"Accepted","2026-01-04"
1012,11107,81286,False,"Accepted","2025-08-12"
1013,7079,137234,True,"Rejected","2026-01-06"
1014,5886,107847,False,"Accepted","2025-12-23"
1015,10536,144611,False,"Accepted","2025-11-16"
1016,6891,136459,False,"Extended","2025-11-06"
1017,10195,78280,False,"Extended","2025-11-02"
1018,4663,84025,False,"Rejected","2025-08-28"
1019,6155,119949,True,"Extended","2025-09-21"
1020,4979,90720,False,"Extended","2025-10-21"
1021,759,113879,False,"Rejected","2025-08-27"
1022,3895,99833,True,"Rejected","2025-08-04"
1023,5054,110220,True,"Extended","2025-11-19"
1024,10534,126032,False,"Accepted","2026-01-20"
1025,8740,87531,True,"Rejected","2025-12-23"
1026,1375,113463,True,"Rejected","2025-11-19"
1027,2993,133972,False,"Extended","2025-12-25"
1028,6736,104726,True,"Extended","2025-11-25"
1029,7045,119053,True,"Rejected","2025-09-11"
1030,4442,87405,True,"Accepted","2025-08-05"
1031,9036,143056,True,"Rejected","2025-12-16"
1032,8924,106980,True,"Accepted","2025-10-31"
1033,4799,119544,False,"Accepted","2025-11-26"
1034,1909,138457,False,"Accepted","2025-08-11"
1035,11665,84187,True,"Accepted","2025-09-27"
1036,11688,75076,False,"Rejected","2025-09-06"
1037,10283,137476,False,"Accepted","2025-09-15"
1038,7578,109686,True,"Extended","2025-09-19"
1039,4807,121706,True,"Extended","2025-08-06"
1040,1374,70331,False,"Accepted","2025-10-23"
1041,2264,75611,True,"Rejected","2025-12-26"
1042,3205,134181,False,"Rejected","2026-01-18"
1043,4219,90563,False,"Rejected","2025-11-25"
1044,9033,115107,False,"Rejected","2025-08-08"
1045,5868,127327,False,"Accepted","2025-07-29"
1046,3093,146059,True,"Accepted","2025-12-03"
1047,3211,134296,False,"Extended","2025-10-28"
1048,11329,140926,False,"Extended","2025-09-22"
1049,1074,147587,False,"Rejected","2025-10-29"
1050,1553,134625,True,"Extended","2025-08-07"
1051,2520,72237,False,"Accepted","2025-08-25"
1052,6387,119589,False,"Extended","2025-08-26"
1053,8244,114300,False,"Rejected","2026-01-17"
1054,1539,81988,False,"Rejected","2025-11-03"
1055,10553,98188,True,"Accepted","2025-11-05"
1056,5216,98806,True,"Extended","2025-08-27"
1057,8384,141848,False,"Rejected","2025-09-22"
1058,2748,121779,False,"Rejected","2025-11-07"
1059,2581,98657,False,"Extended","2025-11-18"
1060,7769,102843,True,"Extended","2025-09-11"
1061,641,128346,False,"Extended","2025-09-03"
1062,8005,82767,False,"Rejected","2025-10-29"
1063,1841,71781,False,"Accepted","2025-12-19"
1064,11695,101852,False,"Extended","2025-09-17"
1065,2492,127944,True,"Rejected","2026-01-06"
1066,1855,135660,False,"Extended","2025-09-14"
1067,1386,101854,False,"Extended","2025-10-11"
1068,8661,129084,False,"Rejected","2025-12-10"
1069,5810,134013,True,"Accepted","2025-11-12"
1070,10576,118756,True,"Rejected","2025-10-21"
1071,10788,140177,False,"Accepted","2025-12-31"
1072,7917,99291,True,"Extended","2025-09-05"
1073,10270,98556,True,"Rejected","2025-12-23"
1074,7250,77233,False,"Accepted","2026-01-09"
1075,3574,101125,True,"Accepted","2026-01-09"
1076,3181,117099,False,"Extended","2025-09-07"
1077,8833,107024,False,"Rejected","2025-09-04"
1078,11176,107042,False,"Extended","2025-11-21"
1079,4818,86159,False,"Accepted","2025-12-12"
1080,11387,108114,False,"Rejected","2025-11-19"
1081,8643,142775,False,"Extended","2025-11-09"
1082,6266,117202,True,"Extended","2025-12-31"
1083,6538,118396,False,"Extended","2025-12-16"
1084,1786,77916,False,"Extended","2025-11-25"
1085,4409,85785,False,"Rejected","2026-01-08"
1086,2877,72173,False,"Extended","2026-01-21"
1087,4918,112415,False,"Extended","2025-11-27"
1088,4320,90238,True,"Accepted","2025-12-15"
1089,847,103652,False,"Accepted","2025-11-10"
1090,2374,123917,False,"Rejected","2025-09-21"
1091,8309,86087,False,"Rejected","2025-09-24"
1092,9960,107498,False,"Extended","2025-11-06"
1093,8066,129903,True,"Extended","2025-07-26"
1094,5272,78480,False,"Accepted","2025-12-06"
1095,2155,143436,True,"Rejected","2025-12-26"
1096,7905,79237,False,"Rejected","2025-09-24"
1097,9525,89359,True,"Accepted","2025-12-26"
1098,10788,71359,False,"Accepted","2025-08-16"
1099,6673,137310,True,"Accepted","2025-08-24"
1100,544,97160,True,"Accepted","2025-10-17"
1101,2044,131998,False,"Accepted","2025-08-19"
1102,3183,90447,False,"Rejected","2025-11-29"
1103,1313,116835,False,"Rejected","2025-12-14"
1104,9734,111691,False,"Accepted","2025-08-09"
1105,1416,131083,True,"Accepted","2025-08-01"
1106,9279,144395,False,"Rejected","2025-12-20"
1107,1495,146534,False,"Accepted","2025-08-05"
1108,5861,73889,False,"Rejected","2025-12-19"
1109,4870,124725,False,"Accepted","2025-12-09"
1110,6261,148636,False,"Extended","2025-12-05"
1111,1813,104522,True,"Extended","2025-11-21"
1112,671,125942,False,"Rejected","2025-09-01"
1113,2588,108996,True,"Extended","2025-11-13"
1114,8095,123401,False,"Extended","2025-09-08"
1115,2693,113875,False,"Extended","2025-07-28"
1116,8488,85524,True,"Extended","2025-09-11"
1117,8788,121462,False,"Extended","2025-08-23"
1118,3503,124911,True,"Accepted","2025-08-28"
1119,6604,137735,False,"Extended","2025-09-28"
1120,10373,129694,False,"Rejected","2025-11-16"
1121,3119,129329,True,"Accepted","2025-10-22"
1122,11937,103995,True,"Accepted","2025-07-29"
1123,4132,130667,False,"Accepted","2025-08-23"
1124,4138,86589,False,"Rejected","2025-11-22"
1125,11053,144891,False,"Extended","2025-09-22"
1126,10953,120283,False,"Rejected","2025-09-22"
1127,2868,132128,False,"Accepted","2025-12-19"
1128,11059,137104,False,"Rejected","2025-10-14"
1129,9541,134672,True,"Rejected","2025-09-17"
1130,7233,111139,False,"Accepted","2025-08-18"
1131,3799,76799,False,"Rejected","2025-08-23"
1132,1661,129273,False,"Extended","2025-10-12"
1133,6402,104138,True,"Rejected","2025-08-24"
1134,4090,77627,False,"Extended","2025-10-18"
1135,10913,100647,True,"Accepted","2025-12-12"
1136,10727,114127,False,"Rejected","2025-09-01"
1137,8958,97194,True,"Extended","2025-09-14"
1138,6877,127567,True,"Extended","2025-12-15"
1139,11891,103482,False,"Extended","2025-11-18"
1140,10733,73277,True,"Extended","2026-01-12"
1141,1974,145835,True,"Rejected","2025-10-27"
1142,8192,82338,True,"Rejected","2025-09-10"
1143,10190,121501,False,"Extended","2025-10-16"
1144,11504,77198,False,"Accepted","2025-07-31"
1145,4276,104056,True,"Extended","2025-12-25"
1146,10697,104285,False,"Rejected","2025-12-18"
1147,11481,124993,False,"Rejected","2025-10-06"
1148,7790,110874,True,"Extended","2025-12-03"
1149,1728,100854,False,"Accepted","2025-12-04"
1150,1365,80440,True,"Rejected","2025-11-11"
1151,1089,84412,False,"Accepted","2025-10-05"
1152,4826,148683,False,"Accepted","2025-11-22"
1153,10379,135755,False,"Accepted","2025-08-01"
1154,3946,140134,True,"Rejected","2025-10-28"
1155,5413,118213,True,"Rejected","2026-01-18"
1156,7825,89302,True,"Extended","2025-07-28"
1157,7413,132123,False,"Accepted","2025-09-08"
1158,6537,70349,True,"Extended","2025-08-27"
1159,5790,94742,False,"Extended","2025-11-29"
1160,3047,97561,True,"Rejected","2025-12-28"
1161,5294,140275,False,"Rejected","2025-08-04"
1162,8033,115950,True,"Accepted","2025-11-09"
1163,4293,149207,True,"Extended","2025-10-21"
1164,10705,149154,False,"Extended","2025-12-30"
1165,3418,79035,True,"Accepted","2025-08-25"
1166,11696,122737,False,"Accepted","2025-09-28"
1167,10981,94629,False,"Rejected","2025-11-07"
1168,5730,136231,True,"Accepted","2025-09-26"
1169,3463,138331,False,"Rejected","2025-10-19"
1170,1515,92587,True,"Accepted","2025-09-26"
1171,3732,80762,True,"Extended","2025-08-10"
1172,8062,144545,False,"Rejected","2025-10-11"
1173,8947,99638,False,"Accepted","2025-08-17"
1174,10236,94710,False,"Rejected","2025-08-13"
1175,8916,91199,True,"Extended","2025-10-10"
1176,8924,137868,False,"Rejected","2025-10-21"
1177,7010,76760,False,"Rejected","2025-09-23"
1178,10128,86756,False,"Extended","2025-08-02"
1179,3153,87133,False,"Accepted","2025-12-04"
1180,11228,95224,True,"Rejected","2025-07-26"
1181,1936,94396,True,"Rejected","2025-11-22"
1182,9093,137824,True,"Extended","2025-12-20"
1183,4019,144048,True,"Accepted","2025-10-16"
1184,1226,77542,True,"Extended","2025-11-23"
1185,5897,107528,True,"Extended","2025-11-08"
1186,3480,104034,True,"Rejected","2025-10-27"
1187,5273,144047,False,"Rejected","2025-10-06"
1188,9672,139085,True,"Extended","2025-11-06"
1189,2946,102567,True,"Rejected","2025-10-16"
1190,8820,77703,True,"Accepted","2025-10-17"
1191,6159,102579,False,"Extended","2025-12-12"
1192,3433,74591,False,"Extended","2025-11-06"
1193,659,96447,False,"Accepted","2025-08-03"
1194,2977,87594,True,"Rejected","2025-10-07"
1195,3374,137704,False,"Extended","2025-11-14"
1196,1434,103602,False,"Rejected","2025-11-10"
1197,7143,119208,False,"Rejected","2026-01-06"
1198,7012,76345,False,"Accepted","2025-11-01"
1199,10153,105414,False,"Rejected","2025-10-15"
1200,11575,103948,False,"Extended","2025-08-02"
1201,1780,126209,False,"Extended","2025-09-19"
1202,6859,147353,False,"Extended","2025-09-13"
1203,11572,99463,False,"Extended","2025-08-07"
1204,8860,108258,False,"Extended","2025-10-01"
1205,5884,111826,True,"Rejected","2025-08-14"
1206,4043,104270,False,"Accepted","2025-12-29"
1207,8729,117173,False,"Extended","2025-07-27"
1208,9312,142608,True,"Extended","2025-07-31"
1209,5816,105954,False,"Rejected","2025-08-05"
1210,4142,104272,False,"Rejected","2026-01-06"
1211,7791,116071,False,"Accepted","2025-09-09"
1212,6008,132488,False,"Accepted","2025-10-25"
1213,6080,135516,False,"Rejected","2025-09-24"
1214,2228,104604,False,"Extended","2025-11-09"
1215,10760,110808,True,"Accepted","2025-12-06"
1216,9126,148232,False,"Rejected","2025-11-19"
1217,9764,92705,True,"Extended","2026-01-12"
1218,9837,121811,False,"Accepted","2025-10-26"
1219,7350,122233,False,"Accepted","2025-10-23"
1220,9267,136730,True,"Accepted","2025-08-02"
1221,11812,81912,False,"Extended","2025-08-21"
1222,7200,147324,False,"Extended","2025-09-04"
1223,2982,85216,False,"Accepted","2025-09-06"
1224,11121,124310,False,"Extended","2025-12-15"
1225,3208,95925,False,"Accepted","2025-10-24"
1226,5371,142722,True,"Accepted","2025-12-28"
1227,10542,146606,False,"Accepted","2025-08-07"
1228,7618,86236,False,"Extended","2025-08-01"
1229,2180,110393,True,"Rejected","2025-10-23"
1230,561,144225,True,"Rejected","2025-12-18"
1231,11576,136287,True,"Rejected","2025-09-07"
1232,8374,119137,True,"Rejected","2025-12-09"
1233,2758,124003,False,"Accepted","2025-09-03"
1234,3611,90282,False,"Extended","2025-09-06"
1235,4101,137682,False,"Extended","2025-08-02"
1236,1487,86501,False,"Extended","2025-11-12"
1237,10329,139605,False,"Accepted","2025-10-23"
1238,46,89273,True,"Rejected","2025-09-08"
1239,11323,141061,False,"Rejected","2025-11-29"
1240,6299,121870,False,"Rejected","2025-09-13"
1241,2299,80133,False,"Extended","2025-11-08"
1242,2875,147115,True,"Rejected","2025-10-24"
1243,1317,96462,True,"Extended","2025-08-17"
1244,835,137571,False,"Extended","2026-01-19"
1245,6057,128606,False,"Extended","2025-12-18"
1246,5988,79857,True,"Rejected","2026-01-17"
1247,3146,145507,True,"Rejected","2025-12-31"
1248,1228,136622,False,"Rejected","2025-12-09"
1249,11829,145429,True,"Rejected","2025-10-26"
1250,8694,85385,False,"Accepted","2025-12-26"
1251,742,115858,False,"Extended","2025-11-17"
1252,5591,117570,False,"Accepted","2025-10-25"
1253,6856,76728,False,"Accepted","2025-10-03"
1254,2781,131917,True,"Rejected","2025-11-18"
1255,6828,122926,True,"Rejected","2025-12-31"
1256,4407,91801,False,"Extended","2025-11-28"
1257,2890,70594,True,"Extended","2025-07-27"
1258,4648,127491,True,"Extended","2025-11-04"
1259,9157,74382,False,"Rejected","2025-08-30"
1260,5157,76118,False,"Extended","2025-08-28"
1261,5310,91828,False,"Extended","2025-08-31"
1262,7005,97122,True,"Accepted","2025-09-15"
1263,9384,144176,False,"Rejected","2025-08-27"
1264,303,134956,False,"Accepted","2026-01-17"
1265,11523,146636,False,"Rejected","2025-08-01"
1266,9381,118883,True,"Rejected","2025-08-11"
1267,9422,97461,False,"Extended","2025-10-18"
1268,5080,85653,False,"Accepted","2025-10-09"
1269,11132,72149,True,"Extended","2025-10-15"
1270,6283,70130,False,"Extended","2025-12-07"
1271,2907,106143,True,"Extended","2025-08-11"
1272,7817,89501,False,"Extended","2025-10-14"
1273,9558,91212,False,"Extended","2025-09-30"
1274,3343,122264,False,"Rejected","2025-09-13"
1275,11658,132768,False,"Rejected","2025-08-07"
1276,8491,85984,False,"Extended","2025-12-29"
1277,1315,145732,False,"Accepted","2025-12-24"
1278,408,80048,True,"Accepted","2025-12-07"
1279,9965,86086,True,"Extended","2025-10-30"
1280,11827,146932,False,"Accepted","2025-11-14"
1281,5414,136710,True,"Accepted","2025-09-15"
1282,6213,78528,False,"Rejected","2026-01-10"
1283,5163,84283,False,"Extended","2026-01-18"
1284,6299,139454,False,"Extended","2025-08-24"
1285,3079,85945,False,"Accepted","2025-12-16"
1286,486,116401,True,"Rejected","2025-08-31"
1287,3762,94680,False,"Extended","2025-08-23"
1288,3718,127987,True,"Rejected","2025-10-22"
1289,9088,117096,True,"Accepted","2025-07-29"
1290,8100,76176,True,"Rejected","2025-10-02"
1291,6017,127143,True,"Accepted","2026-01-01"
1292,4030,120970,True,"Accepted","2026-01-02"
1293,1520,145757,False,"Extended","2026-01-01"
1294,4277,89089,False,"Extended","2026-01-02"
1295,9596,76744,True,"Rejected","2025-11-13"
1296,2462,97291,False,"Extended","2025-12-11"
1297,145,81034,False,"Extended","2026-01-04"
1298,458,88667,True,"Extended","2025-11-11"
1299,7567,107414,True,"Accepted","2025-08-24"
1300,8694,118456,False,"Extended","2025-09-02"
1301,4095,74944,True,"Accepted","2025-10-30"
1302,7923,142845,True,"Rejected","2025-10-08"
1303,8634,125600,False,"Rejected","2025-09-23"
1304,7413,76529,True,"Rejected","2025-08-16"
1305,10784,133134,False,"Extended","2025-11-06"
1306,11710,114146,False,"Accepted","2025-12-05"
1307,2167,100934,False,"Rejected","2025-11-09"
1308,8592,125035,False,"Extended","2025-12-05"
1309,11959,142426,True,"Extended","2025-09-17"
1310,2738,92747,True,"Extended","2025-10-31"
1311,7365,87084,False,"Rejected","2026-01-19"
1312,11019,92381,True,"Accepted","2026-01-08"
1313,960,141648,True,"Extended","2026-01-18"
1314,5834,106544,False,"Accepted","2025-10-08"
1315,7850,147101,False,"Rejected","2025-08-19"
1316,3795,102859,False,"Rejected","2025-12-31"
1317,6780,91456,False,"Extended","2025-09-25"
1318,2145,134883,False,"Extended","2025-08-24"
1319,11083,147805,False,"Rejected","2025-12-07"
1320,549,128921,False,"Rejected","2025-10-24"
1321,10224,104315,False,"Accepted","2025-10-13"
1322,10582,145423,True,"Extended","2025-11-13"
1323,8207,91812,True,"Accepted","2025-12-16"
1324,6827,144065,False,"Accepted","2025-08-21"
1325,10589,76864,False,"Extended","2025-10-01"
1326,11980,101495,True,"Accepted","2025-09-25"
1327,11186,96496,True,"Rejected","2025-10-26"
1328,10430,99213,False,"Accepted","2026-01-21"
1329,4527,128437,False,"Extended","2025-11-29"
1330,1810,125127,False,"Extended","2025-12-08"
1331,7378,96863,False,"Extended","2025-09-23"
1332,3908,139682,True,"Rejected","2025-10-01"
1333,9241,130891,False,"Accepted","2025-08-15"
1334,2706,82034,True,"Extended","2025-12-08"
1335,10826,111711,False,"Extended","2025-10-17"
1336,5044,110900,False,"Extended","2025-10-15"
1337,7714,99308,True,"Rejected","2025-10-22"
1338,10507,89401,True,"Rejected","2025-10-16"
1339,2509,134843,False,"Rejected","2025-08-14"
1340,9448,86151,True,"Extended","2025-11-02"
1341,11479,89753,False,"Extended","2025-08-24"
1342,10769,104742,True,"Accepted","2025-09-22"
1343,407,102768,True,"Accepted","2025-11-19"
1344,9207,122431,True,"Accepted","2025-11-16"
1345,8880,96972,False,"Rejected","2025-09-14"
1346,8531,122307,False,"Rejected","2025-12-11"
1347,2396,140293,True,"Rejected","2025-12-19"
1348,4205,136262,True,"Rejected","2025-08-07"
1349,7983,91015,True,"Extended","2025-10-18"
1350,6853,147937,False,"Accepted","2025-10-02"
1351,4496,110505,True,"Rejected","2025-08-20"
1352,257,138015,False,"Rejected","2025-11-16"
1353,8637,112850,True,"Rejected","2025-12-01"
1354,1497,81620,True,"Rejected","2025-12-03"
1355,2037,111587,False,"Accepted","2025-11-02"
1356,11579,86416,True,"Extended","2025-11-16"
1357,144,143262,False,"Accepted","2025-11-09"
1358,7453,88831,False,"Rejected","2025-09-03"
1359,11785,137259,True,"Extended","2025-09-03"
1360,8610,108896,True,"Extended","2025-10-15"
1361,6799,106462,False,"Accepted","2025-09-22"
1362,11451,143849,False,"Extended","2025-08-22"
1363,6871,115839,True,"Extended","2025-12-30"
1364,1911,89472,True,"Rejected","2025-12-31"
1365,2520,118964,False,"Rejected","2025-09-18"
1366,5783,75496,False,"Accepted","2025-12-22"
1367,3359,112916,False,"Accepted","2025-08-18"
1368,8351,77926,False,"Rejected","2025-12-26"
1369,11778,73427,False,"Extended","2025-12-20"
1370,415,127089,False,"Rejected","2025-10-05"
1371,11376,81230,False,"Accepted","2025-11-13"
1372,8153,81380,False,"Rejected","2025-09-25"
1373,6306,123290,False,"Rejected","2025-08-23"
1374,4464,90962,False,"Accepted","2025-10-04"
1375,10369,83039,True,"Accepted","2025-10-28"
1376,3505,124138,False,"Accepted","2025-10-30"
1377,7926,141289,False,"Extended","2025-10-01"
1378,738,137114,False,"Extended","2025-12-19"
1379,482,137882,False,"Rejected","2025-11-25"
1380,2960,126140,False,"Accepted","2025-10-14"
1381,3682,94619,False,"Accepted","2026-01-10"
1382,2164,95452,True,"Extended","2025-10-01"
1383,5757,99376,True,"Extended","2025-09-24"
1384,11389,89915,True,"Rejected","2025-11-17"
1385,11692,103802,False,"Extended","2025-09-19"
1386,4035,142208,True,"Accepted","2025-10-21"
1387,968,71961,False,"Accepted","2025-08-12"
1388,9018,87748,False,"Rejected","2025-11-16"
1389,9639,136566,True,"Accepted","2025-11-15"
1390,4022,121654,False,"Accepted","2026-01-21"
1391,1680,113674,False,"Extended","2025-08-23"
1392,6504,118914,True,"Accepted","2025-09-16"
1393,10550,83644,True,"Accepted","2025-09-09"
1394,10803,146804,True,"Rejected","2025-12-02"
1395,11659,116817,False,"Accepted","2025-08-15"
1396,10585,78738,False,"Extended","2025-09-03"
1397,8134,115084,False,"Rejected","2025-11-16"
1398,1856,108434,True,"Rejected","2025-09-27"
1399,400,107400,True,"Extended","2025-10-16"
1400,2541,127733,False,"Accepted","2025-07-30"
1401,396,83439,False,"Extended","2025-11-18"
1402,8508,112524,False,"Rejected","2025-11-02"
1403,10868,115241,False,"Accepted","2025-12-16"
1404,5034,72040,False,"Extended","2025-12-08"
1405,2454,101290,False,"Extended","2025-12-18"
1406,4602,83065,False,"Extended","2026-01-20"
1407,10260,132352,False,"Rejected","2025-11-29"
1408,4743,113417,False,"Extended","2025-12-27"
1409,8172,101963,True,"Rejected","2025-10-10"
1410,11994,118658,False,"Accepted","2025-08-01"
1411,11973,120831,False,"Rejected","2025-12-31"
1412,3391,138729,True,"Rejected","2025-12-02"
1413,10877,136145,True,"Accepted","2025-09-30"
1414,6811,82229,True,"Accepted","2026-01-06"
1415,4213,72540,False,"Accepted","2025-10-01"
1416,10810,123700,True,"Extended","2025-07-26"
1417,6273,80266,False,"Extended","2026-01-01"
1418,9470,72928,False,"Rejected","2025-11-15"
1419,10363,148792,False,"Extended","2025-10-11"
1420,11727,74202,True,"Accepted","2025-10-26"
1421,3462,79243,True,"Accepted","2025-12-07"
1422,2906,121721,True,"Accepted","2025-08-04"
1423,2133,125834,True,"Extended","2025-07-29"
1424,11821,130733,False,"Accepted","2025-09-10"
1425,9655,89154,True,"Extended","2025-12-07"
1426,10930,96195,True,"Extended","2025-09-03"
1427,7616,109702,True,"Extended","2025-11-03"
1428,11455,109143,False,"Rejected","2025-11-03"
1429,7325,95635,True,"Rejected","2025-11-13"
1430,2741,118406,True,"Rejected","2025-08-04"
1431,2896,99825,True,"Extended","2025-08-19"
1432,8052,95942,False,"Rejected","2025-10-20"
1433,11240,81502,False,"Extended","2025-08-09"
1434,4731,82403,False,"Rejected","2025-10-05"
1435,72,72616,True,"Accepted","2025-11-12"
1436,9463,74304,False,"Rejected","2025-11-17"
1437,9842,134006,True,"Extended","2025-08-06"
1438,11821,120251,True,"Rejected","2025-11-12"
1439,9032,74706,True,"Accepted","2025-10-04"
1440,962,82706,False,"Rejected","2025-12-24"
1441,4494,100845,False,"Accepted","2025-08-05"
1442,6906,70631,False,"Extended","2025-12-18"
1443,6544,110056,True,"Extended","2025-12-28"
1444,11506,110344,False,"Rejected","2025-08-13"
1445,11882,121267,False,"Extended","2025-11-02"
1446,10935,124796,False,"Accepted","2026-01-04"
1447,11646,77025,False,"Rejected","2025-12-20"
1448,8787,106515,True,"Rejected","2026-01-19"
1449,1280,107665,False,"Extended","2025-08-12"
1450,4918,146627,False,"Accepted","2025-10-23"
1451,609,89171,False,"Accepted","2025-12-14"
1452,999,88007,False,"Extended","2025-12-29"
1453,8301,106314,False,"Rejected","2025-12-28"
1454,11487,102542,True,"Rejected","2025-11-24"
1455,4885,121378,False,"Rejected","2025-10-27"
1456,4911,121504,False,"Rejected","2025-11-03"
1457,5112,91484,False,"Extended","2025-11-23"
1458,5256,146235,False,"Accepted","2025-12-13"
1459,1542,122736,False,"Extended","2026-01-18"
1460,3498,145097,True,"Rejected","2025-07-31"
1461,2432,146196,True,"Rejected","2025-07-28"
1462,10510,145121,False,"Rejected","2025-11-02"
1463,11396,81442,False,"Accepted","2025-10-26"
1464,4802,140651,False,"Rejected","2026-01-19"
1465,1645,95286,False,"Rejected","2025-07-31"
1466,10180,127445,False,"Accepted","2025-11-26"
1467,11968,82947,False,"Rejected","2025-10-13"
1468,5667,119702,False,"Rejected","2025-10-29"
1469,9068,91519,False,"Extended","2025-12-17"
1470,9445,73477,True,"Accepted","2025-08-26"
1471,6797,135054,True,"Accepted","2025-11-25"
1472,10722,103613,True,"Accepted","2025-10-02"
1473,1769,116677,True,"Rejected","2025-08-19"
1474,8553,115194,True,"Accepted","2025-08-26"
1475,2571,108582,True,"Accepted","2025-09-28"
1476,10380,98639,True,"Rejected","2025-09-22"
1477,4251,78645,False,"Accepted","2025-08-29"
1478,8539,80451,False,"Extended","2025-08-14"
1479,5114,96140,True,"Accepted","2025-09-30"
1480,1941,146986,True,"Rejected","2025-10-25"
1481,2919,76948,False,"Rejected","2025-08-03"
1482,8003,137040,True,"Extended","2025-10-15"
1483,5427,108965,False,"Accepted","2026-01-09"
1484,10983,129549,False,"Extended","2025-08-02"
1485,583,137997,True,"Accepted","2025-09-08"
1486,3387,88716,False,"Extended","2025-12-10"
1487,787,115864,True,"Accepted","2025-12-04"
1488,3213,136766,True,"Accepted","2025-12-04"
1489,9067,92644,False,"Extended","2025-10-25"
1490,2656,149036,False,"Rejected","2025-10-25"
1491,668,143159,True,"Extended","2025-12-30"
1492,3375,142325,True,"Rejected","2025-10-10"
1493,10759,110657,True,"Accepted","2025-12-13"
1494,6333,76119,False,"Accepted","2025-12-20"
1495,6150,77884,True,"Accepted","2025-11-03"
1496,5720,72374,False,"Extended","2025-08-09"
1497,10025,147414,False,"Accepted","2025-12-25"
1498,1598,126999,False,"Accepted","2025-08-02"
1499,4708,90962,True,"Extended","2025-10-04"
1500,1131,136420,False,"Rejected","2025-12-26"
1501,3692,74294,True,"Rejected","2025-09-04"
1502,2782,99446,True,"Extended","2025-12-15"
1503,1326,117362,False,"Extended","2025-12-12"
1504,3005,78397,True,"Extended","2025-09-29"
1505,11301,127715,True,"Extended","2025-10-01"
1506,3410,88479,False,"Extended","2025-12-25"
1507,5564,139071,False,"Extended","2025-11-11"
1508,3785,124668,False,"Extended","2026-01-21"
1509,3138,120698,False,"Extended","2025-10-02"
1510,1550,104481,True,"Rejected","2025-08-03"
1511,2071,88629,True,"Extended","2025-08-04"
1512,5931,125556,False,"Accepted","2025-10-07"
1513,6878,95660,True,"Rejected","2025-07-30"
1514,8865,103647,True,"Extended","2025-07-27"
1515,8370,110083,False,"Extended","2025-10-02"
1516,6393,132511,True,"Rejected","2025-10-31"
1517,5873,138368,True,"Extended","2025-12-09"
1518,10576,116702,True,"Rejected","2025-08-19"
1519,11173,97811,False,"Accepted","2026-01-01"
1520,9984,141424,True,"Rejected","2025-10-07"
1521,9045,147572,False,"Accepted","2025-10-22"
1522,7850,73899,True,"Extended","2025-12-10"
1523,4007,126403,True,"Accepted","2025-12-21"
1524,1357,141169,True,"Accepted","2025-08-30"
1525,1347,133856,False,"Rejected","2025-12-21"
1526,4859,90260,True,"Accepted","2025-09-09"
1527,9294,140421,False,"Accepted","2025-11-20"
1528,6502,131083,False,"Accepted","2025-11-28"
1529,40,121302,False,"Extended","2025-09-29"
1530,4130,116199,False,"Accepted","2026-01-08"
1531,586,71487,False,"Accepted","2025-10-11"
1532,8907,127640,True,"Rejected","2025-11-10"
1533,10534,129109,False,"Rejected","2025-09-13"
1534,4558,77148,False,"Accepted","2025-10-22"
1535,1490,86728,True,"Rejected","2025-09-14"
1536,2102,84994,True,"Rejected","2025-11-17"
1537,3731,105413,False,"Rejected","2025-07-26"
1538,11004,77689,False,"Accepted","2025-10-05"
1539,3828,94489,True,"Rejected","2025-08-01"
1540,3426,140904,False,"Extended","2025-08-24"
1541,7544,94370,False,"Extended","2025-10-04"
1542,6734,109921,False,"Rejected","2025-11-10"
1543,7101,78068,False,"Rejected","2025-07-28"
1544,510,149016,False,"Accepted","2025-10-20"
1545,5752,72749,False,"Extended","2026-01-04"
1546,9546,125030,True,"Rejected","2025-11-13"
1547,2232,101369,False,"Rejected","2025-08-21"
1548,11861,110717,True,"Accepted","2025-08-16"
1549,11230,79675,False,"Accepted","2025-09-20"
1550,6504,108000,True,"Rejected","2025-12-31"
1551,439,93319,True,"Extended","2025-11-30"
1552,7325,105510,True,"Accepted","2025-09-12"
1553,1299,72118,True,"Extended","2026-01-03"
1554,1021,110381,True,"Accepted","2025-10-23"
1555,9651,95992,False,"Rejected","2025-11-16"
1556,1070,88601,True,"Rejected","2025-11-01"
1557,10380,123967,False,"Accepted","2025-11-22"
1558,5886,126041,True,"Extended","2025-12-25"
1559,10932,148914,False,"Accepted","2025-08-01"
1560,11054,72152,True,"Extended","2025-10-23"
1561,1268,149067,False,"Accepted","2025-12-29"
1562,8505,106716,False,"Extended","2025-11-12"
1563,8678,112260,True,"Accepted","2025-09-14"
1564,10226,117808,True,"Extended","2025-10-25"
